TIFF_file,TIFF_path,JPEG_file,JPEG_path,hamming_distance,ssim_score,used_ssim
quarzo_84_intera_01.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/10-01-25/quarzo_84_intera_01.tif,L1_4a430618464cc3e36f4e8bf26afdb8ca.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_4a430618464cc3e36f4e8bf26afdb8ca.jpg,342,,False
80_Bohemite_DXRL_cat_07.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/Gioia/2010-09-02/80_Bohemite_DXRL_cat_07.tif,L1_cbb576b206326f9aca965592164c62be.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_cbb576b206326f9aca965592164c62be.jpg,4,0.9922055701210596,True
smp2_03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Matteucci M/mattia/smp2_03.tif,L1_592fa3116f277fd37ee8954d0d4799ce.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_592fa3116f277fd37ee8954d0d4799ce.jpg,8,0.9850527989501064,True
g433c_42.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Orru M/140124 - G433C - annealing 380/g433c_42.tif,L1_d7a575d93f40ce5cd919b7c6ae85158c.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_d7a575d93f40ce5cd919b7c6ae85158c.jpg,440,,False
SOI15_44.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Greco S M L/Fremors/2015-03-30/SOI15_44.tif,L1_cb396a54a8cbdbea6a9bdc6a6bfd69b1.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_cb396a54a8cbdbea6a9bdc6a6bfd69b1.jpg,6,0.9988020098323928,True
3-D21200-109.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/luca_p/121008/3-D21200-109.tif,L1_a11653085b2ab734d949f7c493c89a2b.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_a11653085b2ab734d949f7c493c89a2b.jpg,424,,False
M16_08.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/napanil/modines/2010-11-08-M16/M16_08.tif,L1_500ae33233adfc7e3f8611aa2480d830.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_500ae33233adfc7e3f8611aa2480d830.jpg,0,0.9990518124275891,True
smp4_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Matteucci M/mattia/smp4_04.tif,L1_a7adadec5c08ffec58c25f665c6ebb26.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_a7adadec5c08ffec58c25f665c6ebb26.jpg,10,0.9904631856905938,True
Z3_sottile_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Giusy/Nanostructures/Bidini_ZnO/Z3_sottile/Z3_sottile_02.tif,L1_83fce1883d2c0e6eec58e8015db831f2.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_83fce1883d2c0e6eec58e8015db831f2.jpg,424,,False
N6_BR_05.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Orru M/130824 - NW - Batch130823/N6_BR_05.tif,L1_e421d3e98f280caa9693f0af1f2d7af9.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_e421d3e98f280caa9693f0af1f2d7af9.jpg,2,0.9979990966001583,True
LX215_09.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Giorgis V/20120319_LX/LX215_09.tif,L1_372d504cab63bceed5dce5c0b6a92860.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_372d504cab63bceed5dce5c0b6a92860.jpg,16,0.9917934322824657,True
ADF2_1_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Greco S M L/MF_Cut_1/ADF2_1_04.tif,L1_2dea63f8d7832acb56f5de3d57807e17.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_2dea63f8d7832acb56f5de3d57807e17.jpg,14,0.9964976942530139,True
QCNP_87_900C_1.5h_SolNit_3h_55.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/10-07-12/QCNP_87_900C_1.5h_SolNit_3h_55.tif,L1_23b71f996303ed16696f8794b0a3a12b.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_23b71f996303ed16696f8794b0a3a12b.jpg,96,0.10093022895358547,True
Spinals_ALE_11.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/12-09-07/Spinals_ALE_11.tif,L1_79d6b122942a4354729b07a8cb4a1bc6.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_79d6b122942a4354729b07a8cb4a1bc6.jpg,420,,False
gr_on_Ni10016.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Jeromy/20160301/gr_on_Ni10016.tif,L1_e3db2c075f7580340babe66f400eab98.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_e3db2c075f7580340babe66f400eab98.jpg,440,,False
grande03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lazzarino M/cleavage/icp_030309/grande03.tif,L1_356dd0986f3346cdf0d560ad6494d14a.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_356dd0986f3346cdf0d560ad6494d14a.jpg,8,0.9984238716960471,True
C1_06.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/Shyju/2007-09-18/C1_06.tif,L1_24944ee7e7d9afde936c55cfd0b7b463.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_24944ee7e7d9afde936c55cfd0b7b463.jpg,320,,False
used02012013_noaperture_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lazzarino M/punte torre/fibreusate_gennaio/used02012013_noaperture_02.tif,L1_130aa205e5651a479932ce95c65910d3.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_130aa205e5651a479932ce95c65910d3.jpg,412,,False
QCNP_850_4h_4h5s15m_Giada_E_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/10-09-06/QCNP_850_4h_4h5s15m_Giada_E_02.tif,L1_aeeaf580dfb513c2418f5302a25c94f5.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_aeeaf580dfb513c2418f5302a25c94f5.jpg,382,,False
GW_down_lower_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/napanil/modines/2011-12-10/GW_down_lower_04.tif,L1_31161b71e1f9dd3bc2c9794a57462943.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_31161b71e1f9dd3bc2c9794a57462943.jpg,2,0.9992915820018274,True
bello2_pattern11_03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/Innocenzi-solgel/pelosi_140509/bello2-160509/bello2_pattern11_03.tif,L1_91dca8e35234e37088ae995c59f7516c.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_91dca8e35234e37088ae995c59f7516c.jpg,4,0.9982137768691581,True
3000rpm_4sec_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/lenti_081027/litografie/3000rpm_4sec_02.tif,L1_8faa88abc604c0df624e4299f1a1f76b.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_8faa88abc604c0df624e4299f1a1f76b.jpg,10,0.9980847511093867,True
ICP_562_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Pozzato A/THR/ChipCAT/2013-11-05_ChipCAT/ICP_562_02.tif,L1_0b6aab96a0bc5567ef1ff8629fb16df4.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_0b6aab96a0bc5567ef1ff8629fb16df4.jpg,4,0.9980301365296889,True
CNTs_85A_6s_dr_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Rago I/2016-03-02/CNTs_85A_6s_dr_02.tif,L1_46d4cfc52c6d43d4daef60687763b5ed.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_46d4cfc52c6d43d4daef60687763b5ed.jpg,376,,False
Au_NP10_BLT_SH07.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Nappini S/2012-05-14/Au_NP10_BLT_SH07.tif,L1_f58b19c03ddc51f63d9b67e172885d74.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_f58b19c03ddc51f63d9b67e172885d74.jpg,428,,False
N3_TR_07.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Orru M/130909 - NW - Batch130823 - After 30nmHfOx-60Cr40Au/N3_TR_07.tif,L1_43c4d8e8b3b6e58d34aab6eb652553f8.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_43c4d8e8b3b6e58d34aab6eb652553f8.jpg,2,0.9984570033860909,True
ITOw_5.3_05.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.3_05.tif,L1_26ff53a6e02b4be713ddabdc773498dd.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_26ff53a6e02b4be713ddabdc773498dd.jpg,414,,False
DOUBLE D16 conc 2B03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/luca_p/130313/DOUBLE D16 conc 2B03.tif,L1_c8d85388ecac2c2371cfa519b7b5e68c.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_c8d85388ecac2c2371cfa519b7b5e68c.jpg,398,,False
A20_BL_06.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Orru M/140226 - nw - test 2/A20_BL_06.tif,L1_128b825e8c59f89e10e8fabd50a8bc49.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_128b825e8c59f89e10e8fabd50a8bc49.jpg,6,0.9971499964555134,True
B_03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Pozzato A/2007/2007-03-21/B_03.tif,L1_1216404ea3c22a2b2a6383a0529d3c20.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_1216404ea3c22a2b2a6383a0529d3c20.jpg,8,0.9980967714428775,True
A27_TL_25.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Orru M/140520 - Batch 140519 - NiGeAu/A27_TL_25.tif,L1_26fe70ba531f5686365b9bed3c6ffbc4.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_26fe70ba531f5686365b9bed3c6ffbc4.jpg,2,0.9981744899990904,True
MZI_12.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Greco S M L/MRR MZI/2014-10-28/MZI_12.tif,L1_c60d43586a41ff2a116fc3a72e45399b.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_c60d43586a41ff2a116fc3a72e45399b.jpg,2,0.9976492972450957,True
N1_TL_16.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Orru M/130802 - NW - Batch130731/N1_TL_16.tif,L1_1c70c7a10257f9ac346559f67874c53d.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_1c70c7a10257f9ac346559f67874c53d.jpg,6,0.9979667202743476,True
CNP_inflow_Long_noCAT_Back_01.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/10-02-26/CNP_inflow_Long_noCAT_Back_01.tif,L1_4affd42f7de9fa6e4d1ff1be3ede757f.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_4affd42f7de9fa6e4d1ff1be3ede757f.jpg,278,,False
B2_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/GiovanniDS/2015-06-30/B2_04.tif,L1_a6b9f9b43232ec0e44ed033f9081ae55.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_a6b9f9b43232ec0e44ed033f9081ae55.jpg,434,,False
M2_TR_21.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Orru M/130730 - NW - Batch130727/M2_TR_21.tif,L1_bd8ccff03d87f43019c934a7ed36c4ab.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_bd8ccff03d87f43019c934a7ed36c4ab.jpg,4,0.99769637497386,True
OTS wet 1h+fornace10.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/DanieleB/capped pillars/silanizzazione dubbia 17-10-13/OTS wet 1h+fornace10.tif,L1_dc1930e8a6a1bf638c545105d312519b.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_dc1930e8a6a1bf638c545105d312519b.jpg,24,0.9771418261640636,True
Dots_Si_1_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/nanoscale master/2010-02-13-dots francesi/Dots_Si_1_02.tif,L1_cf94232c436e3f12e4e875560dae22fb.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_cf94232c436e3f12e4e875560dae22fb.jpg,4,0.9979862518064602,True
pozzetti3_bosch_18.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/DanieleB/spaziatura pillars/silica beads/pozzetti3_bosch_18.tif,L1_3edd9b1cc2d1dd07c58a0305326ef955.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_3edd9b1cc2d1dd07c58a0305326ef955.jpg,88,0.904093150708007,True
L_ITO_9_4_07.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/L_ITO_9/L_ITO_9_4_07.tif,L1_17ab0ef133b881776ce801767b8c1850.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_17ab0ef133b881776ce801767b8c1850.jpg,434,,False
