file,path,phash
L7_2d408934b982b14d1544790530f1f233.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Biological/L7_2d408934b982b14d1544790530f1f233.jpg,e4acae8d5f6d0759d0ac01eb3cbe49a141575a49a4a684b4601b55c0b35d78e87e2fd252994d721a0ab77505dc14dd618f3ecd4a74137a16f5ab6fa42b253c5ddf9bb5a01b83bab5c396e64cd88af7ccaeaa4135b6973215178a25e6e22d90667954f9d15a7a74aba445b263d7271a481d24592adedc32040f54ea66b732da36
L7_338547bd4408518f54e5ed8f00cd83e5.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Biological/L7_338547bd4408518f54e5ed8f00cd83e5.jpg,929d6c9e128d4d57a8b5c5766ee927ba2a5065589a92a5a00e8a92d0e4ae44963b6b4ce3f1f991a174b39092f2088c08936b850e5c630163d695dac83bc7a4d3df73fc6e2bddb47be07dd6b9b00dc2453b40b201d368cb412face555b35cd24b5b2feb43eab5e2b9095c7309b50685a0554af036c2a97a5d47e5eba7e4bc7f99
L7_3f69ab7da2db7838325cb98fc9948b63.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Biological/L7_3f69ab7da2db7838325cb98fc9948b63.jpg,8422415e4ed2a815d4aa818921752a55d02a93ab02775d36f3a125124a9da37f2fd5d625e68291cb0d57ec95d42a108b12754e35f4aa82c60ad7067ff5aaa1800afd547ff52ab1042af15f75f2bebb571af4c7596f3fb5d648cae459a538142b6d8aab4da7d1766a54caabd59ab555e25476ab55eaaf512a056ab077ba89549a
L7_b5d9d8d6d417ad57fffb34342e28d1be.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Biological/L7_b5d9d8d6d417ad57fffb34342e28d1be.jpg,be0d975c0f2b84519f1675ac3c04b6aa6d518aaad8164bac37ea2135f4a9b5341ba92557c359714c2c696b8dd1f98a28c33baa2b367e33cec1f0c3dc2b135c53da5611c636c67346d61ac6b90f7a1aef7bcb3081ca7d87b44a20b434f9cff4a4692a35b7fb70f23840d6c8f7faf015cc6321d339924a0371504a98eed359a3e1
L7_f7cb3ff44f7d2615b749df926fc4c84b.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Biological/L7_f7cb3ff44f7d2615b749df926fc4c84b.jpg,b138c31e1a71a221cd8ef9e367870c4eb3cb170129e4d733dcf3c6cc8e69c3c77574b0e6d19a28623ace31b1cd2714cc27d0cab8992a6674089cc65ee50b63a6227730cbd8f8995d18ce4da666646673629a9b2d8b331998c99cd8baaccde2ef7526e5139b3554535968ab01e6b154ce174cb9be9b26433f389a2e51aded95b8
L7_7c4c060c87ab9f01d844bde6f414ade2.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Biological/L7_7c4c060c87ab9f01d844bde6f414ade2.jpg,ad6999428f413977840b917205d90072f68ab611342efe1cb9bc4cf4ea55b685786bd036c08893a66272f2bdd5e019b223653f66dc3628ec1807bc6fdcce91063a474efdc50a8ba92abb55d4c60fcc86c5fafdf7ec1112e77a3ec3a3c50779321232e00fc0ed95a858abbe51da95d18929dbbbd582ad52bb7d4ca2c4df1a4586
L7_83177783dd4d582311854547c2c1d95d.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Biological/L7_83177783dd4d582311854547c2c1d95d.jpg,d1373e6f1a0d9c61921246a84d3b326f0096a6b1b00b66544ac92303f8cddbbe31866f76e319a138062f5585b66464ceef39fc3949410a5cdccc6c761fc9211b8966130030e65997dc39f9854dc785f7666dc5b1b16debc438d74154a4be819f3f1a85db7089e8cfdce978cff9af57c5104163289efd27a746d9f292d90b91d8
L7_b3a6b3ab5b9c7d89fae662533c0c403d.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Biological/L7_b3a6b3ab5b9c7d89fae662533c0c403d.jpg,e636644c5faf715391dd91b8adcdadc86e7266e8d3366aa655899991a4d9daac2b232643db6436fa56898997f49858aca536526d2b55b36b8a4d999a628b2cd5f4b26aac152a9b77d54e92ab49536dcf2ad564c0aab55bb42aad9157992ab6ce454aacdb755aa8b845553b36d29502051aa54dadaea8d0d96c6a902aa99b2d44
L7_f8f09786e9dc658a02d07431939c9c69.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Biological/L7_f8f09786e9dc658a02d07431939c9c69.jpg,e227918a6ef56e35948cc5ca22746ed5f32636c322dc0e46d48b69b26ece671b4d95f47ed6a8da0e2245bd26c46e888809574e55d08a99993b55cc54d662a64e0313765bdcb8b9036ac95db7736660cc92b24cd16d6f83b0665dbf65af62040919dab8ceebe45423356aa375da3454881d1eced58899176a6f5cab31a2675feb
L7_256bee7792e6b9c802da54e22e31515e.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Biological/L7_256bee7792e6b9c802da54e22e31515e.jpg,84213e9e0f3f2dc791d77f2052dafda15e7f5000f07bfa8016afc004cbf5c02237feb679d29e91ab08045cb5f82c2004820f9b3621e387dfd21fc25e02838b13c116677d254ff70aeb3c9ff95d30afcd6858d364bf2808371ff03cd08747d7b302e9a2d19293af58be55459c101ff91505f5c3678304415d70e2b78c9febb27e
