file,path,phash
L6_0851ad042bfab428c7195a6c8c494835.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_0851ad042bfab428c7195a6c8c494835.jpg,b2ab5b3532cd75dccf5564c54473c465f55edd1b3f19a66f4fa8fd20ff82bc924b98fca9d0b5ef8f12453fd3b5cae19f0dd8bf58f04214c114a2c69ed0892233d48e34283581b922fb00f5b443a3106fb5ae8a4523ed12f3895f986a00e6508bfe3daa063b01dc2312b64e1b58d172daad475dc016164ee7d2981c3e59cb52be
L6_ca279d0a812cfb1f58520b6aa3376492.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_ca279d0a812cfb1f58520b6aa3376492.jpg,8b8b7a142fc12327f5741bc61581655a603e3354ccb8827470b275d08591557a56bf5540f43807e30aafde811a17781eb847973146bb7c40ce1107374db41744bd05272b2a377fd795c46f81d1e031ab3583fc2dd33defa65c09d4688c4be0d979d371ad1aefd57c612b89ebbba105fd2c126baaab25e13e4e6ecbe1a47a4693
L6_094b51ee748096fffce8ba72d38aa229.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_094b51ee748096fffce8ba72d38aa229.jpg,bd8fe0087c47270be94ab4c93af807ed4f6c547ac47fa67335d093c3aad541e643aba5d4cf8f4cd8b7120fdc6266b27ac0e13fde08a378bc1a9c5b2cbbad5220099ad7a7dbd1aaaa3ebd1b19f0ac249cc8d689f431cd289c8aceebfd44c8049de47697b304db2c99794918f2c02859d2a25099971719ee05c2cd5c6a0a7ebea1
L6_d5fc9cecf5d1bdbe2cba571ec29155f8.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_d5fc9cecf5d1bdbe2cba571ec29155f8.jpg,81fb6b7b2a231d56d5cc6e782cf9ded510010133941fb6be0f88314cd4c40aa33ef7c43895828d813efdd7f31608801881567c9c2a604f9d902660b03aa5719cddfe07e52fa6eee973dfae6fa02058562b7eb628fc36022f79bd57348fca83607b453b73bfff78a4624888378d5881426aa94ba6a18a994f3616b7e2dd8b0df7
L6_81d9f8454a1b89cd8769dafabcb34818.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_81d9f8454a1b89cd8769dafabcb34818.jpg,f40ff52b6807f425329ad2a48bfe0e10e5a90bca34157f5cca02bfbce2021fff1ffd0b5e84afc10a2257f405d80ad38a2ff54ffed5a803fa29555435d42ab9802b555e56d5aa89c00ad5567fe502a182f8837f79ad2018e403daaf59a065552b743aaa158b9d54ea356aaaf5ca3555ea754aaa15da8555ea257aaa159afd552a
L6_7c1f511cfaa8adca70d62f1ced31e567.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_7c1f511cfaa8adca70d62f1ced31e567.jpg,f8f0e69c63e3838fb2879f2779c82c3818bbc6898c60ab87763705b6873bab0d789cb75c878c24396ba6213170b318269c8b9d617870c65c8fa7e78d70b2f3968fa7b18d30acbcefa491a467859bee336b6341199646b28c786d347cc592aa26329e655ab388a30eb2948cb60d25596378d0b2de8fb2b3a772ead8db964719b4
L6_0566a4f4d9a6c5df17302ef9f4a5272f.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_0566a4f4d9a6c5df17302ef9f4a5272f.jpg,8264aeaa02976dbbd1994d9a34782405210a3fd6a8563e86391d22c3eb11202b0e079eaab5b6aea73b5851938a17aab88695296c4ec40f4f82d886870bb1e71bd4be328c27ad5bd5b26551c192638f957e789dade92e31f14cb78554f4d31333f8ccb5f29f2a2b703ca7675a6193c5b474b8c2e7f2aad3fe42c0bd72b44a77ce
L6_c846470aa1f6c43236cb3218eb322b97.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_c846470aa1f6c43236cb3218eb322b97.jpg,84e148d48a3194bad8308963bf22174131c17be6fc0ef34411c33d4cf71e6a5a353ad215f136a2270e695e3ed3ce10b2c69477d61c36cb12d0e4362505c9a7fde9376ee900b44fd8c7bdbeb51bdbf5a1ee389504ba3b9cac33b52060f8e20969311e2b4b5e3302d8517ebbaf97dcdf840edf9f0dba1fb8482bb821c3c3b81708
L6_cfb853a5e9c7a5da57df087b598aea9c.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_cfb853a5e9c7a5da57df087b598aea9c.jpg,f011e3c35fc70d10d8ffe82b82203ff01ce7001fecff7f001d31ffffe167001f2e4c6000c339cb50ae7b38ff447373d29f2e4a3874e1ccc08fce1b9af984d374228ed667df1834d821bec098fe3096b280ebb4b67f835da4c26733ad3bce34b9219861a5df0c726d3888e6c16798cd2798c0874c31dfcccfe3121ce419c718cc
L6_d406b6244140dd5e228fe4f8ff07fc20.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_d406b6244140dd5e228fe4f8ff07fc20.jpg,ae95dec66159ade0126ef62d484df45e952e3ab18b85b44b2a5028456e74f8b972fcf44ee4b48b9d6d1f0dc9c0a66af093735db19fc153d2edf05717897c4fde1db6c93395b2864c36d0148ab9e2cd8b86c37807a12b135b30a19f98cc1bbc9c569cd79326caf04e18db392644f9d0086bfd9568594656048d7e36fa209a3792
L6_3e503439011d0af72b26c1b04e71daa2.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_3e503439011d0af72b26c1b04e71daa2.jpg,f4e4019119e6340fe31ba8e066bec0bc419df5c1cbdd8e2e7e95014b905d7e8c525a5ff0df5698b70107c863d8fa43c36dc147a77e2c0800f0ce62da0148678cfc06746a7fae91cab5746db77021ba9bb5c5b4abf037744761239520e73381b7485dd7c1d5789baccc1a6c7802c50efe47a65f95522fdc594a8da783d839e3cb
L6_cb98d000cf7301af0447c60a0d4006b7.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_cb98d000cf7301af0447c60a0d4006b7.jpg,d32ed6ef2215dd7785feea0278c22156d4bba544924061257b8c94b4f7ca7bf306790983fe1a4cd43e2b6509a64fbded8f00d4963310524ed45960ef5fec702d9d27180729866f718a570710e3959f42afe257c8bd0915ec0143a1aef0b094a567f20684f7c3fbc2078f14e701ef8733e3e3d3f1960354725f870af8e9ec6fc8
L6_2da0901b891beb351f7b44e69d4907ad.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_2da0901b891beb351f7b44e69d4907ad.jpg,c7d28ae57f3c9482b1355020cad6b971fc9bb6fdf51abe9c06a35e4fd8acbb6602b30100d6b18a0b17419775d770b8f1cacad62906a8e66681652aaa4984f71cd150dfb66cf57e57821edbceb2327c93034b7441d1a4af656215dfbef634271e5aaf297073661e19423597ddd590149d32e5b04edcc8e5204cd9e9a9a6b00793
L6_d84bee9844f65a9f22e183a40b4fffa9.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_d84bee9844f65a9f22e183a40b4fffa9.jpg,e187a76f49242478e3f47743719f3813dcafd7ed8d589f2465eb9403d22acb4f2abe57dff700620003ed3734d37583b379f2f208487bd322b09cfbb93c566d05d46b1eb82a51ef4d992a0f62489143626d5929b8c51a84ba118f6338ccf33d378c4fc59668754742e705f32853d43bb4320f29facbf488de6057e0f28122a55a
L6_9e8578fb5b4e8f4d90c90473879e9419.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_9e8578fb5b4e8f4d90c90473879e9419.jpg,f8c2b0b820747a79876d71c67b9f8e1dc79a870b5e5564c3a0b5d0c4032a3cbc384e7b1ad0d4e28a5ef53021f818526a43d18a1af82ab3d622555ef7df12abae029d5f1bdae600460782518d6e1b285ba9ec6f2d558eeaca3074fbc25bc135e1112e8f75a8f954ca4743abb5baad554e47a0ac55b827dd6247dc2836bc39f7ea
L6_21b9e16903b2a19b20dda37f5100aef6.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_21b9e16903b2a19b20dda37f5100aef6.jpg,b5108e3825f5c728277ff1c166073cd3608b8e08ceaef70c4f8d31aad8d410b359563eebd1228ea303128648576c655cde7534bd0e4238f484d9aaa378cce737f5c1633a5389249cf41f38cfd5334b4547f145e08522e23230a75939f70ece8013ac510df7f889e414a9c3be9437be1f7ccb1628fdbf1e42169e74fe91ad70f7
L6_67af65593de75d92bce7941f1b0c092a.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_67af65593de75d92bce7941f1b0c092a.jpg,c62ec0e5dc3b5407bbc135fa023cd8f41cb82cedd65cf20f3746c5399d5aaa934284134ed414c83429527f3bd8891da3cbf65f37734e9e86c93b0a5c6bce4b51e4b0df5b22f5759544f922c1dfad1549421b4396dc0b6dc25c9ce197dbdeeba27e0526c68266a26502ae84a0b5e645abf0c57364dc91dff85646d282de7015e0
L6_4c4e6fdda73247cb2dc6835cfc279214.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Nanowires/L6_4c4e6fdda73247cb2dc6835cfc279214.jpg,b0ae8534b5f3040a554a9f52e15738a9a24e6bfe3929b6b8f977e7b97be46ee3d044cfa2630be6e390196e8750935a0b66577052e43ee4946cf3c903956e945f568c917fc31d96409e1514c5af8644cf2d5dd9dfbe98118e5497d11ead8551144b2180acbca7b030cf6380f529022b69be6edd5b344fa270ad29fcef1d90702d
