JPEG_file,JPEG_path,TIFF_file,TIFF_path,hamming_distance,ssim_score,used_ssim,match_quality
L7_84dea43f985cf21aa9f3217e5e9dd993.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_84dea43f985cf21aa9f3217e5e9dd993.jpg,Cells_on_Cambridge_Graphene_22.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/14-09-05/Cells_on_Cambridge_Graphene_22.tif,2,0.998857411773407,True,excellent
L7_242edd82b7bb20562c4a8cba260174af.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_242edd82b7bb20562c4a8cba260174af.jpg,Z3_largo_03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Giusy/Nanostructures/Bidini_ZnO/Z3_Largo/Z3_largo_03.tif,98,,False,no_match
L7_aebb45d45444bf7e367b0c7d73e38537.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_aebb45d45444bf7e367b0c7d73e38537.jpg,MgO_06.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Dalmiglio M/03-04-08/MgO_06.tif,98,,False,no_match
L7_ac9d661cf95b9c8885cbb31cd2470f83.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_ac9d661cf95b9c8885cbb31cd2470f83.jpg,quarzo_81_intera_06.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/10-01-25/quarzo_81_intera_06.tif,102,,False,no_match
L7_3edbcb460884e19deeba2e53501fcdd9.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_3edbcb460884e19deeba2e53501fcdd9.jpg,V00.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Jashmini/2013_07_12/V00.tif,100,,False,no_match
L7_c9c828f1e6a4ee1ffbe2ceafb54a4ae4.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_c9c828f1e6a4ee1ffbe2ceafb54a4ae4.jpg,CNTs_Ilaria_BeforeWashing_18.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/16-06-07/CNTs_Ilaria_BeforeWashing_18.tif,74,,False,no_match
L7_f0113e307c8bb5777528186250218f23.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_f0113e307c8bb5777528186250218f23.jpg,PbI2 eccesso_16.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Fraleoni A/Niccolò/8_2_16/PbI2 eccesso/PbI2 eccesso_16.tif,78,,False,no_match
L7_b4072f0b193e22f89f72cf00f78b421a.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_b4072f0b193e22f89f72cf00f78b421a.jpg,R3_vis04_1_06.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/saint-gobain/R3_vis04_1_06.tif,92,,False,no_match
L7_aff0d44d461c79a90601ae1fb5865e7a.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_aff0d44d461c79a90601ae1fb5865e7a.jpg,QNP_87_conFil_05.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/10-08-05/QNP_87_conFil_05.tif,100,,False,no_match
L7_d628c46dd9358ba6998eb8ec1e5de535.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_d628c46dd9358ba6998eb8ec1e5de535.jpg,87_Etch_10mBOE71_OLD_01.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/10-03-15/87_Etch_10mBOE71_OLD_01.tif,90,,False,no_match
L7_0ffeef4d786856f6c2b3e6b38e86b13a.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_0ffeef4d786856f6c2b3e6b38e86b13a.jpg,Roma_etch55sec_dot200_07.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/nanoscale-master-roma/2009-09-10/Roma_etch55sec_dot200_07.tif,92,,False,no_match
L7_01eef90f5606a68d3ec29940bb53ab23.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_01eef90f5606a68d3ec29940bb53ab23.jpg,Noncamp_f_16.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/Non_acampione/fronte/Noncamp_f_16.tif,100,,False,no_match
L7_68f1a78193118dbe0e1c31fdedd6d09d.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_68f1a78193118dbe0e1c31fdedd6d09d.jpg,04a_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/GDS/04a_02.tif,90,,False,no_match
L7_bfe554ccd9d5f5154ff0ae4ea38ca80b.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_bfe554ccd9d5f5154ff0ae4ea38ca80b.jpg,amorph 0.8 etch_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Dal Zilio S/firenze/5-11-12/amorph 0.8 etch_04.tif,90,,False,no_match
