JPEG_file,JPEG_path,TIFF_file,TIFF_path,hamming_distance,ssim_score,used_ssim,match_quality
L7_2d408934b982b14d1544790530f1f233.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_2d408934b982b14d1544790530f1f233.jpg,A66_8DIV_11_03_25_CNT_41.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/11-04-05/A66_8DIV_11_03_25_CNT_41.tif,2,0.9990114088894133,True,excellent
L7_338547bd4408518f54e5ed8f00cd83e5.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_338547bd4408518f54e5ed8f00cd83e5.jpg,Spinals_ALE_26.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/12-09-07/Spinals_ALE_26.tif,2,0.9986587207906773,True,excellent
L7_3f69ab7da2db7838325cb98fc9948b63.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_3f69ab7da2db7838325cb98fc9948b63.jpg,Neurons-on-SL-GR-23.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/15-12-29/Neurons-on-SL-GR-23.tif,2,0.9994130083630028,True,excellent
L7_b5d9d8d6d417ad57fffb34342e28d1be.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_b5d9d8d6d417ad57fffb34342e28d1be.jpg,A66C31.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/11-06-03/A66C31.tif,2,0.9991154191806975,True,excellent
L7_f7cb3ff44f7d2615b749df926fc4c84b.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_f7cb3ff44f7d2615b749df926fc4c84b.jpg,Neurons_AGi_13072015_PdAu_20.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/15-08-21/Neurons_AGi_13072015_PdAu_20.tif,0,0.9994863445792626,True,excellent
L7_7c4c060c87ab9f01d844bde6f414ade2.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_7c4c060c87ab9f01d844bde6f414ade2.jpg,Neurons-on-SL-GR-04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/15-12-29/Neurons-on-SL-GR-04.tif,0,0.9989059271089711,True,excellent
L7_83177783dd4d582311854547c2c1d95d.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_83177783dd4d582311854547c2c1d95d.jpg,Spinals_ALE_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/12-09-07/Spinals_ALE_02.tif,0,0.9983837227015276,True,excellent
L7_b3a6b3ab5b9c7d89fae662533c0c403d.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_b3a6b3ab5b9c7d89fae662533c0c403d.jpg,L_ITO_9_4_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/L_ITO_9/L_ITO_9_4_04.tif,86,,False,no_match
L7_f8f09786e9dc658a02d07431939c9c69.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_f8f09786e9dc658a02d07431939c9c69.jpg,Human_Retina_on_CNTs_42.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/15-09-21/Human_Retina_on_CNTs_42.tif,4,0.9997813800247449,True,excellent
L7_256bee7792e6b9c802da54e22e31515e.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_256bee7792e6b9c802da54e22e31515e.jpg,B30_8DIV_CNT_B_31.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/11-03-14/CNT/B30_8DIV_CNT_B_31.tif,48,,False,no_match
L7_849d6b6a03023a14e49e5baa1f036208.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_849d6b6a03023a14e49e5baa1f036208.jpg,Neuro_C_29.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/11-07-28/Neuro_C_29.tif,0,0.9998894922557647,True,excellent
L7_6b18405ac5bf91a7d648afa5fb5977ef.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_6b18405ac5bf91a7d648afa5fb5977ef.jpg,A66_8DIV_GLASS_31.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/11-03-24/A66_8DIV_GLASS_31.tif,2,0.9985231346327226,True,excellent
L7_50c20a040c36283f80b739ae3483e169.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_50c20a040c36283f80b739ae3483e169.jpg,dw_130207_03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/luca_p/070220/dw_130207_03.tif,82,,False,no_match
L7_24b6a44f27c1d9e34da796e58f8706ed.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_24b6a44f27c1d9e34da796e58f8706ed.jpg,im_05.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/marina/02_04_08/monocita/im_05.tif,0,0.9973296450561923,True,excellent
L7_7d3cb528b91ae814dfc0065365c47b82.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_7d3cb528b91ae814dfc0065365c47b82.jpg,Human_Retina_on_CNTs_46.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/15-09-21/Human_Retina_on_CNTs_46.tif,0,0.9998387851284481,True,excellent
L7_8f5e09b09da41f84704a8dab00829fd8.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_8f5e09b09da41f84704a8dab00829fd8.jpg,E922A_4_09.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/flavio/E922A_4/E922A_4_09.tif,94,,False,no_match
L7_ef624117609bb3289bc5625d27fb5a04.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Biological/L7_ef624117609bb3289bc5625d27fb5a04.jpg,DXRL_curvarms_14.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/mixer_080715/DXRL_curvarms_14.tif,86,,False,no_match
