JPEG_file,JPEG_path,TIFF_file,TIFF_path,hamming_distance,ssim_score,used_ssim,match_quality
L1_fde30c4a88c9ec6883155080e65d523a.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_fde30c4a88c9ec6883155080e65d523a.jpg,Sample_5_24.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/napanil/modines/2010-03-25-Ni Tool/Sample_5_24.tif,12,0.9971210314342789,True,excellent
L1_4a84d2acafd75983faf354931d66f4e1.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_4a84d2acafd75983faf354931d66f4e1.jpg,M1_TL_15.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Orru M/130730 - NW - Batch130727/M1_TL_15.tif,6,0.9978558371083165,True,excellent
L1_d00dce51207358cd3dd044ebb05961b0.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_d00dce51207358cd3dd044ebb05961b0.jpg,GW_up_upper_01.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/napanil/modines/2011-12-10/GW_up_upper_01.tif,2,0.9994675408018057,True,excellent
L1_b309b6bf064d6f7d324d4439df7f23da.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_b309b6bf064d6f7d324d4439df7f23da.jpg,QCNP_87_900C_1.5h_Pir+SHNH_01.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/10-07-12/QCNP_87_900C_1.5h_Pir+SHNH_01.tif,328,,False,no_match
L1_ae0d9b142f192df51aeb77fdb4b0b92f.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_ae0d9b142f192df51aeb77fdb4b0b92f.jpg,SiN4_01.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Matteucci M/needles 201207/SiN4_01.tif,2,0.9995357346671271,True,excellent
L1_a8f81a0496ef4f056b9307be33c0cc6f.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_a8f81a0496ef4f056b9307be33c0cc6f.jpg,M2_TR_17.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Orru M/130730 - NW - Batch130727/M2_TR_17.tif,4,0.9984248717489027,True,excellent
L1_88c6e4ca5e9cff0a3947bc41754f2754.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_88c6e4ca5e9cff0a3947bc41754f2754.jpg,after piranha_34.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/DanieleB/capped pillars/silanizzazione dubbia 17-10-13/after piranha_34.tif,14,0.9957741658270497,True,excellent
L1_694bbc7cbee3eae73e360dadf17f18e9.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_694bbc7cbee3eae73e360dadf17f18e9.jpg,modines_20.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/napanil/modines/2010-02-09-glasgow/modines_20.tif,302,,False,no_match
L1_ec1e1863b48b27b62ba545552184e5c4.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_ec1e1863b48b27b62ba545552184e5c4.jpg,A26_TR_36.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Orru M/140514  - Batch140513/A26_TR_36.tif,230,,False,no_match
L1_0f5e27c0d1e0027ce6ac54d3c2bab2d3.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Patterned_surface/L1_0f5e27c0d1e0027ce6ac54d3c2bab2d3.jpg,BL_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Orru M/130701 - Test 671.07/BL_02.tif,2,0.9995457937221606,True,excellent
