JPEG_file,JPEG_path,TIFF_file,TIFF_path,hamming_distance,ssim_score,used_ssim,match_quality
L9_e952826dba333f077ad532e1bb1811d9.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_e952826dba333f077ad532e1bb1811d9.jpg,Acamp_f_18.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/Acampione/fronte/Acamp_f_18.tif,8,0.9982062617699841,True,excellent
L9_983f6fa4d08650237ba5a920e198e162.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_983f6fa4d08650237ba5a920e198e162.jpg,PA_08.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/PA/PA_08.tif,8,0.997276294996899,True,excellent
L9_101598f903952ce5824bb684d6b49b04.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_101598f903952ce5824bb684d6b49b04.jpg,16h_30gradi_07.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/Giovanni/CaF2_etch/080611/16h_30gradi_07.tif,416,,False,no_match
L9_aeef5995f6b4acdab83fd971ff202cf2.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_aeef5995f6b4acdab83fd971ff202cf2.jpg,img_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/elena/tshirtElectrodesNew/img_02.tif,4,0.9985501117953264,True,excellent
L9_31579cf28ec7fc23ff15bce67502fa16.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_31579cf28ec7fc23ff15bce67502fa16.jpg,termofissato_f_18.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/termofissato/fronte/termofissato_f_18.tif,4,0.9973905369852231,True,excellent
L9_1c10a4413632eb663751e3300d686fb0.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_1c10a4413632eb663751e3300d686fb0.jpg,Noncamp_r_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/Non_acampione/retro/Noncamp_r_04.tif,400,,False,no_match
L9_ef95e1f6addea6ca4921e1f74d8ecb2c.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_ef95e1f6addea6ca4921e1f74d8ecb2c.jpg,QCNP_87_850C_3.5h_S+N3h_08.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/10-07-15/QCNP_87_850C_3.5h_S+N3h_08.tif,418,,False,no_match
L9_d092170243e54574b9657b18b435da73.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_d092170243e54574b9657b18b435da73.jpg,Acamp_f_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/Acampione/fronte/Acamp_f_04.tif,6,0.9962115817570486,True,excellent
L9_3f42fc660eb039ea7caaddc54fe2b549.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_3f42fc660eb039ea7caaddc54fe2b549.jpg,AIBN_TiO2_#A1_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Giusy/crosslinked_TiO2/AIBN_TiO2_#A1/AIBN_TiO2_#A1_02.tif,444,,False,no_match
L9_00fc0a86bd4f02995acdd5b3f63401b9.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_00fc0a86bd4f02995acdd5b3f63401b9.jpg,img_12.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/elena/tshirtElectrodesNew/img_12.tif,0,0.9993835414777457,True,excellent
L9_cdd26c5cb1450d4299cdec7e909438e2.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_cdd26c5cb1450d4299cdec7e909438e2.jpg,PL_09.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/PL/PL_09.tif,4,0.997148290781472,True,excellent
L9_0a95f6c416d2bd7c7675d27602ca1b4b.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_0a95f6c416d2bd7c7675d27602ca1b4b.jpg,tessitura_f_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/tessitura fronte/tessitura_f_04.tif,4,0.9966722714372599,True,excellent
L9_7fab4c5d483171bfd1ac1653b24978af.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_7fab4c5d483171bfd1ac1653b24978af.jpg,NT2_06.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/luca_p/090330/sample 2/NT2_06.tif,454,,False,no_match
L9_d6a0d34b9402f0c575bdeab8424ebe64.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_d6a0d34b9402f0c575bdeab8424ebe64.jpg,Noncamp_f_21.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/Non_acampione/fronte/Noncamp_f_21.tif,8,0.9985670063593566,True,excellent
L9_d3420f0ce7a1ec1834354edbd0d4d8a8.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_d3420f0ce7a1ec1834354edbd0d4d8a8.jpg,5J_kapton_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Grenci G/napanil/modines/2010-05-22 SU8 tool/5J_kapton_04.tif,374,,False,no_match
L9_178353c48311c1c12b3e6a431d7d7019.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_178353c48311c1c12b3e6a431d7d7019.jpg,termofissato_f_13.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/termofissato/fronte/termofissato_f_13.tif,2,0.9982807736697642,True,excellent
L9_43f3b5f183a8fbeae784915dfdf826a6.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_43f3b5f183a8fbeae784915dfdf826a6.jpg,img_08.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/elena/tshirtElectrodesNew/img_08.tif,0,0.9976640272662802,True,excellent
L9_69853bdd316bcb068a167bbeb91825d6.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_69853bdd316bcb068a167bbeb91825d6.jpg,PA_07.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/PA/PA_07.tif,4,0.9978087934383405,True,excellent
L9_057096dc6ac2258ad49ab53928894356.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_057096dc6ac2258ad49ab53928894356.jpg,grid_OR_NP_09.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/luca_p/130305/grid_OR_NP_09.tif,446,,False,no_match
L9_2dab0ff85bd6519e8acfa1cabb7da4ae.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_2dab0ff85bd6519e8acfa1cabb7da4ae.jpg,WPtRh_19.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Dalmiglio M/13-02-09/WPtRh_19.tif,376,,False,no_match
L9_6ce8143217fc3597fab9ed95ad1493d5.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_6ce8143217fc3597fab9ed95ad1493d5.jpg,Acamp_f_15.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/Acampione/fronte/Acamp_f_15.tif,2,0.996702691686639,True,excellent
L9_01859de870ed8b8cf0415a0330ab8b11.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_01859de870ed8b8cf0415a0330ab8b11.jpg,CNP_87_850C_2.5h_10m_00.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/10-07-07/CNP_87_850C_2.5h_10m_00.tif,420,,False,no_match
L9_4ddab4506e6bd6fcb66474875da9affc.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_4ddab4506e6bd6fcb66474875da9affc.jpg,img_03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/elena/tshirtElectrodesNew/img_03.tif,4,0.9974433005291121,True,excellent
L9_dcf3a7c7bcd6e1e9e84254ed5d25d507.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_dcf3a7c7bcd6e1e9e84254ed5d25d507.jpg,MgO_23.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Dalmiglio M/11-08-08/MgO_23.tif,420,,False,no_match
L9_3eb43b54b7205cd53c072dd3ac37f2ce.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_3eb43b54b7205cd53c072dd3ac37f2ce.jpg,7_11.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Giusy/Fatti da Cristiano/04_26/Migliori/7_11.tif,418,,False,no_match
L9_fc21e1a4d6f89c4ed88aa5609a9c4fb8.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_fc21e1a4d6f89c4ed88aa5609a9c4fb8.jpg,Acamp_f_03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/Acampione/fronte/Acamp_f_03.tif,0,0.9982078858684901,True,excellent
L9_9b439ea3b6f0b292acd32208d52dd052.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_9b439ea3b6f0b292acd32208d52dd052.jpg,tessitura_f_08.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/tessitura fronte/tessitura_f_08.tif,4,0.9986392728769441,True,excellent
L9_bd5b3c9fb047eae3af27eba36ac29593.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_bd5b3c9fb047eae3af27eba36ac29593.jpg,img_10.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/elena/tshirtElectrodesNew/img_10.tif,2,0.9988631320915362,True,excellent
L9_c81447cb01b079ebe20e99f4b8181572.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_c81447cb01b079ebe20e99f4b8181572.jpg,A66_8DIV_CNT_31.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/denis/11-03-24/A66_8DIV_CNT_31.tif,432,,False,no_match
L9_5ad7ec905cf15e37077ed55bdd6aa5cf.jpg,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/public_dataset/Complete_dataset/Fibres/L9_5ad7ec905cf15e37077ed55bdd6aa5cf.jpg,PA_15.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/ILO/15-09-08/PA/PA_15.tif,4,0.9979163351134984,True,excellent
